LEXEME	REPLACEMENT	COMMENT
˥˦ lin	lin˥˦	swap tones
˨˧ ˧˨ lüöi	lüöi˨˧˧˨	swap tones
˦ ˦˨ mblä	mblä˦˦˨	swap tones
˨ biēt	biēt˨	swap tones
˥˦ biēt	biēt˥˦	swap tones
˧˨ šla	šla˧˨	swap tones
˧˨ lō	lō˧˨	swap tones
˦˨ šävä°	šävä°˦˨	swap tones
˧ là ˧ ch’e	là˧ch’e˧	swap tones
s’à ˨˩ dī	s’àdī˨˩	swap tones
˧ šā	šā˧	swap tones
˥˦ jīb	jīb˥˦	swap tones
˨˦ tu	tu˨˦	swap tones
˦˨ tu	tu˦˨	swap tones
˩˨ t’ō	t’ō˩˨	swap tones
˦ ˦˨ dåṅ	dåṅ˦˦˨	swap tones
˦ ˦˨ t’åṅ	t’åṅ˦˦˨	swap tones
˥˦ tåṅ	tåṅ˥˦	swap tones
˨ buṅ	buṅ˨	swap tones
˦ ɣū ˨ p’ōṅ	ɣū˦p’ōṅ˨	swap tones
˧ hö ˧ p’ö	hö˧p’ö˧	swap tones
˦ ˦˨ plaṅ	plaṅ˦˦˨	swap tones
˦˥ ñān	ñān˦˥	swap tones
˨˩ ko šia	šiako˨˩	swap tones
˨˦ ē ˦˨ pi	ē˨˦pi˦˨	swap tones
o° ˦˨ po	o°po˦˨	swap tones
hä° ˦˨ mo	hä°mo˦˨	swap tones
˨ hī̃° ˨ ch’ī°	hī̃°˨ch’ī°˨	swap tones
˨˩ pouᵗ	pouᵗ˨˩	swap tones
˨˩ wam	wam˨˩	swap tones
˨˩ wun	wun˨˩	swap tones
˨˦ ˦˨ ṭiḍḍ	ṭiḍḍ˨˦˦˨	swap tones
˦˨ pä	pä˦˨	swap tones
˦ pä	pä˦	swap tones
˥˦ pūi	pūi˥˦	swap tones
˨˦ hlàṅ	hlàṅ˨˦	swap tones
˨˦ làṅ	làṅ˨˦	swap tones
˧ lüṅ	lüṅ˧	swap tones
˨ k’lōṅ	k’lōṅ˨	swap tones
˧ klö	klö˧	swap tones
˦ ndrö̌ü ˩˨ kö̌ü	ndrö̌ü˦kö̌ü˩˨	swap tones
˦˥ ka ˨ tān	ka˦˥tān˨	swap tones
ti ˨˦ tan	titan˨˦	swap tones
˦˨ kiä ˦˨ di	kiä˦˨di˦˨	swap tones
˨ no ˨ kō	no˨kō˨	swap tones
˧ kà ˧ kå	kà˧kå˧	swap tones
ka ˧ s’àṅ	kas’àṅ˧	swap tones
˨˩ tyå	tyå˨˩	swap tones
˨ t’ye°	t’ye°˨	swap tones
˥˦ t’īᵗ	t’īᵗ˥˦	swap tones
˨ hlek	hlek˨	swap tones
˨ leᵏ	leᵏ˨	swap tones
˦ lēk	lēk˦	swap tones
˦˥ šàt	šàt˦˥	swap tones
˦ t’ā°	t’ā°˦	swap tones
˦˥ hlö̌ü	hlö̌ü˦˥	swap tones
˦˨ re	re˦˨	swap tones
˦ hö	hö˦	swap tones
˦˨ hö	hö˦˨	swap tones
˧ s’eṅ	s’eṅ˧	swap tones
˧ θàn	θàn˧	swap tones
˥˦ lōa	lōa˥˦	swap tones
˦ kin	kin˦	swap tones
˦ kam	kam˦	swap tones
˧ dåṅ ˧ gāṁ	dåṅ˧gāṁ˧	swap tones
˧ t’åṅ ˧ k’àm	t’åṅ˧k’àm˧	swap tones
˦ k’àm	k’àm˦	swap tones
˨˩ vàṅ	vàṅ˨˩	swap tones
˨ t’åṅ	t’åṅ˨	swap tones
˧ t’ū	t’ū˧	swap tones
˧ ˧˨ kō	kō˧˧˨	swap tones
˨˦ šām	šām˨˦	swap tones
˨˦ kiēm	kiēm˨˦	swap tones
˧ še	še˧	swap tones
˨ ša	ša˨	swap tones
˨ šä	šä˨	swap tones
˧ šⁱ	šⁱ˧	swap tones
˨˩ nun	nun˨˩	swap tones
˧ šwe	šwe˧	swap tones
˨ yin	yin˨	swap tones
˦ ṅan	ṅan˦	swap tones
˧ ṅạ̄n	ṅạ̄n˧	swap tones
˦ ṅụn	ṅụn˦	swap tones
˨ bàk	bàk˨	swap tones
˨˦ sē	sē˨˦	swap tones
˧ sē	sē˧	swap tones
˦ ˦˨ ña	ña˦˦˨	swap tones
˦ ˦˨ ṯs̱a	ṯs̱a˦˦˨	swap tones
˦˨ šlu	šlu˦˨	swap tones
˦˨ t’o	t’o˦˨	swap tones
˦˨ p’i	p’i˦˨	swap tones
˨˩ p’ū	p’ū˨˩	swap tones
˧ ṅwe	ṅwe˧	swap tones
˨ lō	lō˨	swap tones
˨ lu	lu˨	swap tones
˨˩ puᵏ	puᵏ˨˩	swap tones
˦˨ dāṣ	dāṣ˦˨	swap tones
˦˨ t’āᵗ	t’āᵗ˦˨	swap tones
˦˨ k’ā	k’ā˦˨	swap tones
˨ moi	moi˨	swap tones
˧ φa ˦ ꭓåṅ°	φa˧ꭓåṅ°˦	swap tones
˦˨ kü	kü˦˨	swap tones
˨˩ nāu	nāu˨˩	swap tones
˨˩ nāu ˦˥ chʸāy	nāu˨˩chʸāy˦˥	swap tones
˨˦ p’u ˨˦ p’a	p’u˨˦p’a˨˦	swap tones
˦˨ chö	chö˦˨	swap tones
˧ chå ˨ pà	chå˧pà˨	swap tones
˧ s’ū	s’ū˧	swap tones
˧ tyun	tyun˧	swap tones
˨ luṅ ˨ žan	luṅ˨žan˨	swap tones
˨ nuṅ ˦ fū	nuṅ˨fū˦	swap tones
˧ jāo ˧ nà	jāo˧nà˧	swap tones
˧ ch’āo ˧ nā	ch’āo˧nā˧	swap tones
˦ kōn ˦ het ˦˨ hai	kōn˦het˦hai˦˨	swap tones
˦ kōn ˦ het ˦ nā	kōn˦het˦nā˦	swap tones
˨˩ ṅüöi ˨˩ làm ˨ ruōṅ	ṅüöi˨˩làm˨˩ruōṅ˨	swap tones
˧ φa ˨˦ mā ˦ šī° = p’ō	φa˧mā˨˦p’ō=šī°˦	swap tones
= pɣā ˧ lö ˧ a = mā ˧ sī° = mā = pɣä	pɣā=lö˧mā=a˧pɣä=mā=sī°˧	swap tones
˦ leṅ ˦ wa ˦ tē ˦ wa ˦ ˦˨ la (peasant)	leṅ˦wa˦tē˦wa˦la˦˦˨	swap tones
˦˥ a gēñ ˨˩ mōn	gēña˦˥mōn˨˩	swap tones
˨˦ chʸāu miēn ˨˦ chʸàṅ	miēnchʸāu˨˦chʸàṅ˨˦	swap tones
˨˦ za ˦˨ lu	za˨˦lu˦˨	swap tones
zo° ˦˨ lo	zo°lo˦˨	swap tones
˨ mī ˧ ye ˨ p’à	mī˨ye˧p’à˨	swap tones
lay ša ˨˩ mā	šalaymā˨˩	swap tones
lä δa ˨˩ mā	δalämā˨˩	swap tones
˥˦ vāī karnvīḷā	karnvīḷāvāī˥˦	swap tones
˦˨ k’an ˨ yāṅ ˨ ti°	k’an˦˨yāṅ˨ti°˨	swap tones
˨˩ muᵏ ˨ yōṅ ˨ yan	muᵏ˨˩yōṅ˨yan˨	swap tones
˦ hōn ˨ yōṅ ˥˦ kē	hōn˦yōṅ˨kē˥˦	swap tones
˧ gon ˦ ˦˨ līeṅ ˨ kä̌	gon˧līeṅ˦˦˨kä̌˨	swap tones
˧ k’on ˦ ˦˨ līeṅ ˨ kä̌	k’on˧līeṅ˦˦˨kä̌˨	swap tones
˧ kōn ˥˦ leṅ ˦ t’iṅ ˦ s’ō	kōn˧leṅ˥˦t’iṅ˦s’ō˦	swap tones
˨ muk ˨˩ dōṅ	muk˨dōṅ˨˩	swap tones
˧ φa ˦ yū° = θō	φa˧θō=yū°˦	swap tones
= pɣā ˦˨ kwā ˧ θō	pɣā=kwā˦˨θō˧	swap tones
˨˦ ji ˦ lu ˦˨ ṯs̱’o	ji˨˦lu˦ṯs̱’o˦˨	swap tones
˨˦ ki ˨ lu ˦˨ ṯs̱’u	ki˨˦lu˨ṯs̱’u˦˨	swap tones
˧ à ˧ rå ˦ lo ˧ sū	à˧rå˧lo˦sū˧	swap tones
˨˩ šui ˨˩ t’in	šui˨˩t’in˨˩	swap tones
˨˩ θō ˨˩ dein	θō˨˩dein˨˩	swap tones
˦ T’yēn	T’yēn˦	swap tones
˨ Šan	Šan˨	swap tones
˦ Brǎ ˦˨ chau	Brǎ˦chau˦˨	swap tones
˦ P’rǎ ˦˨ chau	P’rǎ˦chau˦˨	swap tones
˦ P’rā	P’rā˦	swap tones
˦˥ Chuà	Chuà˦˥	swap tones
˧ Ka ˧ s’ā ˨˦ ywa	Ka˧s’ā˧ywa˨˦	swap tones
˧ Ka ˦˨ sa	Ka˧sa˦˨	swap tones
˨˩ Gōṅ	Gōṅ˨˩	swap tones
˨˩ Luṅ	Luṅ˨˩	swap tones
˨˦ Mᵘ ˦˨ se ˨˦ p’a	Mᵘ˨˦se˦˨p’a˨˦	swap tones
Mö° ˦˨ ñi ˦˨ mo (Heaven)	Mö°ñi˦˨mo˦˨	swap tones
Nat ˨˩ Kōṅ (good spirit)	NatKōṅ˨˩	swap tones
Nǎᵗ ˨˩ Kauṅ	NǎᵗKauṅ˨˩	swap tones
˨˦ kwä	kwä˨˦	swap tones
˦ må ˦˥ kwai	må˦kwai˦˥	swap tones
˨˦ p’i	p’i˨˦	swap tones
˨˦ p’ī	p’ī˨˦	swap tones
˨ mā ˦˨ nàt	mā˨nàt˦˨	swap tones
˧ mà ˨˦ kui	mà˧kui˨˦	swap tones
˧ θa ˧ rä ˧ θa ˦ k’ā°	θa˧rä˧θa˧k’ā°˦	swap tones
˦˥ miēn	miēn˦˥	swap tones
˦ ni	ni˦	swap tones
˨ ñe ˦ nō	ñe˨nō˦	swap tones
˨ nī (demon)	nī˨	swap tones
nat ˨˩ ch’ui (bad spirit)	natch’ui˨˩	swap tones
nǎT ˨˩ s’o	nǎTs’o˨˩	swap tones
˨˦ sui	sui˨˦	swap tones
˨˦ swä	swä˨˦	swap tones
˦˥ šöü	šöü˦˥	swap tones
˦ ˦˨ nāṁ	nāṁ˦˦˨	swap tones
˦ ˦˨ nàm	nàm˦˦˨	swap tones
˥˦ nàm	nàm˥˦	swap tones
˦˥ nüök	nüök˦˥	swap tones
˨ t’ī	t’ī˨	swap tones
˧ t’ī	t’ī˧	swap tones
˦ ˦˨ dē	dē˦˦˨	swap tones
˨˦ nōm	nōm˨˦	swap tones
˦˨ yi jyē°	jyē°yi˦˨	swap tones
˦˨ vi	vi˦˨	swap tones
˦˨ vi dyē°	dyē°vi˦˨	swap tones
˧ yī ˧ jyà	yī˧jyà˧	swap tones
˨˩ wä	wä˨˩	swap tones
˧ ye	ye˧	swap tones
˨ fāṅ	fāṅ˨	swap tones
˨ wu°	wu°˨	swap tones
˦ uᵏ	uᵏ˦	swap tones
˧ rụ̄ạn	rụ̄ạn˧	swap tones
˦˨ pān	pān˦˨	swap tones
˦˨ bān	bān˦˨	swap tones
˦ hạ̄n	hạ̄n˦	swap tones
˨˩ ñà	ñà˨˩	swap tones
˥˦ hī	hī˥˦	swap tones
˦˥ chʸē	chʸē˦˥	swap tones
˦˨ hä	hä˦˨	swap tones
˦˨ hi	hi˦˨	swap tones
˨˩ tyem	tyem˨˩	swap tones
˧ ein	ein˧	swap tones
˩˨ kar	kar˩˨	swap tones
˩˨ mā	mā˩˨	swap tones
˦ ˦˨ mā	mā˦˦˨	swap tones
˦ ˦˨ mà	mà˦˦˨	swap tones
mà (? ˥˦ mà)	mà	swap tones
˥˦ mà	mà˥˦	swap tones
˨ ṅüà	ṅüà˨	swap tones
˧ ka = θē	θē=ka˧	swap tones
˨ a ˦ lö m̊°	a˨m̊°lö˦	swap tones
˦ à ˨ mū	à˦mū˨	swap tones
s’a ˧ bū	s’abū˧	swap tones
˨ lū	lū˨	swap tones
˨ lui	lui˨	swap tones
˧ lā	lā˧	swap tones
˦˨ lī	lī˦˨	swap tones
˧ kon ˨˩ lüà	kon˧lüà˨˩	swap tones
˧ ka ˥˦ θē = yå	ka˧yå=θē˥˦	swap tones
˨˩ lō	lō˨˩	swap tones
˨˩ lo	lo˨˩	swap tones
˧ a ˦˨ šla ˨˦ la ˦ mᵘ	a˧šla˦˨la˨˦mᵘ˦	swap tones
˨ a ˦˨ la ˦ li m̊°	a˨la˦˨m̊°li˦	swap tones
˨˩ mrañ	mrañ˨˩	swap tones
˨˩ myi	myi˨˩	swap tones
˥˦ låᵏ ˨ t’å	låᵏ˥˦t’å˨	swap tones
˨ ūṭ’	ūṭ’˨	swap tones
˨ ūt	ūt˨	swap tones
˥˦ ka ˨ lā ˦˨ uk	ka˥˦lā˨uk˦˨	swap tones
˧ kon ˨ làk ˨˩ dà	kon˧làk˨dà˨˩	swap tones
= kå = lā ˧ ū	lā=kå=ū˧	swap tones
ku ˨˩ lāut	kulāut˨˩	swap tones
˨ niu	niu˨	swap tones
˨ liu	liu˨	swap tones
˨ ṅau ˦˥ mā	ṅau˨mā˦˥	swap tones
= k’lå ˧ mō	k’lå=mō˧	swap tones
ṅao ˨˩ ṅoaṅ	ṅaoṅoaṅ˨˩	swap tones
˨˩ yaṅ ˨˩ ṅuṅ	yaṅ˨˩ṅuṅ˨˩	swap tones
˦˨ no ñi° ˦˨ mo	ñi°no˦˨mo˦˨	swap tones
˦ à ˨ ñī ˧ mà	à˦ñī˨mà˧	swap tones
˨˩ nwāma	nwāma˨˩	swap tones
˨˦ kō	kō˨˦	swap tones
˨˦ hmā	hmā˨˦	swap tones
mà (? ˨˦ mà) pū	pūmà	swap tones
˥˦ t’wī	t’wī˥˦	swap tones
˦˥ dē	dē˦˥	swap tones
˦˥ klō	klō˦˥	swap tones
˦˥ chʸu	chʸu˦˥	swap tones
˨˦ ch’e	ch’e˨˦	swap tones
˦ a ˦˨ no	a˦no˦˨	swap tones
˦ à ˨ nà	à˦nà˨	swap tones
˧ tyī	tyī˧	swap tones
˦ mau	mau˦	swap tones
˦ māu	māu˦	swap tones
˧ mäo	mäo˧	swap tones
˦ miau	miau˦	swap tones
˧ kon ˨˩ meo	kon˧meo˨˩	swap tones
˨ mī ˨˦ yå	mī˨yå˨˦	swap tones
˥˦ θā ˧ mī = yå	θā˥˦yå=mī˧	swap tones
˦ chü	chü˦	swap tones
˨˩ mao	mao˨˩	swap tones
mōi ˨˩ lum	mōilum˨˩	swap tones
˧ mä ˦˨ nä	mä˧nä˦˨	swap tones
˨ mä ˦˨ nä (tom)	mä˨nä˦˨	swap tones
˨ mä ˦˨ nä ˦˨ mo (puss)	mä˨nä˦˨mo˦˨	swap tones
˨ vu ˦˨ mi	vu˨mi˦˨	swap tones
˨ à ˨˦ ñī ˨ rà	à˨ñī˨˦rà˨	swap tones
˨˩ hàn ˧ šī	hàn˨˩šī˧	swap tones
˧ tyauṅ	tyauṅ˧	swap tones
˨˦ lyau	lyau˨˦	swap tones
˥˦ tsöᵏ ˩˨ nīu	tsöᵏ˥˦nīu˩˨	swap tones
˦ nok	nok˦	swap tones
˦ noᵏ	noᵏ˦	swap tones
˥˦ nok	nok˥˦	swap tones
˧ chim	chim˧	swap tones
˥˦ t’ō	t’ō˥˦	swap tones
˦ ˦˨ nōṅ	nōṅ˦˦˨	swap tones
˨˩ nō	nō˨˩	swap tones
˦˨ ṅ’ē	ṅ’ē˦˨	swap tones
˨ äh zo°	zo°äh˨	swap tones
ṅa° ˦˨ ṯs̱e	ṅa°ṯs̱e˦˨	swap tones
˨˦ ñǎ	ñǎ˨˦	swap tones
˧ ū dyeᵗ ˧ s’ā	dyeᵗū˧s’ā˧	swap tones
˦ kuṅ ˦ chī	kuṅ˦chī˦	swap tones
˦ kai ˦ kuṅ	kai˦kuṅ˦	swap tones
˨ kai ˧ tuà ˦˨ p’ū	kai˨tuà˧p’ū˦˨	swap tones
˨ kai ˦˨ p’ū	kai˨p’ū˦˨	swap tones
˨˩ gà ˦˥ troṅ	gà˨˩troṅ˦˥	swap tones
˨ s’aṅ (fowl)	s’aṅ˨	swap tones
˧ s’å ˧ p’ā	s’å˧p’ā˧	swap tones
˦˥ lö̌ü ˦ ˦˨ kra	lö̌ü˦˥kra˦˦˨	swap tones
˨˦ chʸāy koṅ	koṅchʸāy˨˦	swap tones
˦˨ iē ˨˦ p’ū	iē˦˨p’ū˨˦	swap tones
yē° ˦˨ p’u	yē°p’u˦˨	swap tones
˦ yi ˦˨ p’ö	yi˦p’ö˦˨	swap tones
˦ à ˦ wà ˨ p’à	à˦wà˦p’à˨	swap tones
˧ ū (fowl)	ū˧	swap tones
tyep ˥˦ pà°	tyeppà°˥˦	swap tones
˨ yā°	yā°˨	swap tones
˥˦ āʳ	āʳ˥˦	swap tones
˨ pēt	pēt˨	swap tones
˨ pēᵗ	pēᵗ˨	swap tones
˦ pēt	pēt˦	swap tones
˧ kon ˨ vit	kon˧vit˨	swap tones
= t’ō ˨˦ t’a	t’ō=t’a˨˦	swap tones
˥˦ t’ō ˥˦ dē ˧ t’ī	t’ō˥˦dē˥˦t’ī˧	swap tones
˦ ō	ō˦	swap tones
˨ ap	ap˨	swap tones
˦˥ ap	ap˦˥	swap tones
˦ ṅē ˦˨ pi ˦˨ ma	ṅē˦pi˦˨ma˦˨	swap tones
yē° ˨ pi	yē°pi˨	swap tones
˨˦ a	a˨˦	swap tones
˨˦ ǎ̃	ǎ̃˨˦	swap tones
˨˩ wam ˨˩ b’ai	wam˨˩b’ai˨˩	swap tones
˨˩ wun ˨˩ bä	wun˨˩bä˨˩	swap tones
˨ žᵃ°	žᵃ°˨	swap tones
˨˩ yaᵗ	yaᵗ˨˩	swap tones
˨˩ yaᵗ ˨ t’au	yaᵗ˨˩t’au˨	swap tones
˨ tät	tät˨	swap tones
˦ brǎ ˦ ˦˨ ādity	brǎ˦ādity˦˦˨	swap tones
˨ däᵗ	däᵗ˨	swap tones
˦ p’rǎ ˦ ˦˨ āt’iᵗ	p’rǎ˦āt’iᵗ˦˦˨	swap tones
˨˦ kàṅ ˦ wàn	kàṅ˨˦wàn˦	swap tones
˨ màt ˨˩ tröi	màt˨tröi˨˩	swap tones
˧ mu	mu˧	swap tones
˦˨ mü	mü˦˨	swap tones
˦ ˦˨ hnō	hnō˦˦˨	swap tones
˨˩ mō ˨˩ nōi	mō˨˩nōi˨˩	swap tones
˨˩ pān hōi	hōipān˨˩	swap tones
˨˦ lo ˦˨ che	lo˨˦che˦˨	swap tones
˨ li ˦˨ ki	li˨ki˦˨	swap tones
mö° ˦˨ ñi	mö°ñi˦˨	swap tones
˦˨ mo ˦˨ ṯs̱o	mo˦˨ṯs̱o˦˨	swap tones
˨ mī = mī	mī=mī˨	swap tones
˧ ne	ne˧	swap tones
˥˦ dyū̃	dyū̃˥˦	swap tones
˨ yüeh°	yüeh°˨	swap tones
˨˩ yüᵗ	yüᵗ˨˩	swap tones
˧ tụ̄ạn	tụ̄ạn˧	swap tones
˦ brǎ ˧ chandr	brǎ˦chandr˧	swap tones
˧ dụ̄ạn	dụ̄ạn˧	swap tones
˦ p’rǎ ˧ chan	p’rǎ˦chan˧	swap tones
˨˦ lạ̄n	lạ̄n˨˦	swap tones
˨ màt ˧ trō̃ṅ	màt˨trō̃ṅ˧	swap tones
˨˦ la	la˨˦	swap tones
˧ lā ˧ ta ˥˦ bē	lā˧ta˧bē˥˦	swap tones
˦ hli	hli˦	swap tones
˨˩ la	la˨˩	swap tones
˨˦ ha	ha˨˦	swap tones
˦˨ šla ˨˦ ba	šla˦˨ba˨˦	swap tones
˦˨ hlo ˦˨ bo	hlo˦˨bo˦˨	swap tones
˦˨ ho ˦˨ bo	ho˦˨bo˦˨	swap tones
s’a ˨˩ dā	s’adā˨˩	swap tones
˥˦ là°	là°˥˦	swap tones
˦ hsiṅ	hsiṅ˦	swap tones
˦ siṅ	siṅ˦	swap tones
˧ tāo	tāo˧	swap tones
˧ dāo	dāo˧	swap tones
˨˦ lau	lau˨˦	swap tones
˧ šào	šào˧	swap tones
˥˦ s’ā ˧ ta ˥˦ p’lö	s’ā˥˦ta˧p’lö˥˦	swap tones
˦ ˦˨ hnō ˦ ˦˨ krō	hnō˦˦˨krō˦˦˨	swap tones
˨˦ hāy	hāy˨˦	swap tones
˦˨ kē ˦˨ za	kē˦˨za˦˨	swap tones
˦˨ cha zo°	zo°cha˦˨	swap tones
˦˨ ha zo°	zo°ha˦˨	swap tones
˦˨ kä	kä˦˨	swap tones
˧ kū ˨ rà	kū˧rà˨	swap tones
˧ ū ˧ nu ˧ ši	ū˧nu˧ši˧	swap tones
˧ tyi	tyi˧	swap tones
˨˦ hwå	hwå˨˦	swap tones
˨˦ hå	hå˨˦	swap tones
˦˥ få	få˦˥	swap tones
˧ fai	fai˧	swap tones
˦ p’ai	p’ai˦	swap tones
˨˦ lüà	lüà˨˦	swap tones
˥˦ mē	mē˥˦	swap tones
˦ ˦˨ töǚ	töǚ˦˦˨	swap tones
˨˦ taō	taō˨˦	swap tones
˨˦ mᵘ ˦ tu	mᵘ˨˦tu˦	swap tones
˨ mu ˦ tö	mu˨tö˦	swap tones
˦ a ˨ to	a˦to˨	swap tones
˦ à ˦ tå	à˦tå˦	swap tones
˧ wàn	wàn˧	swap tones
˨˩ mī	mī˨˩	swap tones
˨˩ mi	mi˨˩	swap tones
